dl_id	dl_stem1	dl_stem2	dl_stem3	dl_stem4	dl_pos	dl_grammar_code	dl_type	dl_variant	dl_gender	dl_comparison	dl_kind	dl_aux_case	dl_age	dl_area	dl_geography	dl_frequency	dl_source	dl_senses
219	absent	absent	absentav	absentat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	S	send away, cause one to be absent; be absent;
220	absenthi	absenthi			N	2 2 N T	2	2	N		T		X	X	X	E	O	wormwood; absinthe, infusion/tincture of wormwood (often mixed with honey);
221	absenti	absenti			N	1 1 F T	1	1	F		T		X	X	X	C	O	absence; absence form Rome/duty; non-appearance in court; lack;
222	absentio	absention			N	3 1 F T	3	1	F		T		D	X	X	F	S	holding back, restraining;
223	absentiv	absentiv			ADJ	1 1 POS	1	1		POS			X	X	X	F	S	long absent;
224	absid	absid			N	1 1 F T	1	1	F		T		X	S	X	C	S	arc, arc described by a planet; segment of a circle; kind of round vessel/bowl; apse, apsis; (arched/domed part of building, at end of choir/nave of church);
225	absidat	absidat			ADJ	1 1 POS	1	1		POS			D	T	X	E	S	arched; vaulted; having arch/arches;
226	absidiale	absidial			N	3 4 N T	3	4	N		T		F	E	X	E	E	smaller apse (flanking larger one); (arched/domed part of church);
227	absidiol	absidiol			N	1 1 F T	1	1	F		T		F	E	X	F	E	smaller apse (flanking larger one); (arched/domed part of church);
228	absili	absil	-	-	V	3 4 INTRANS	3	4			INTRANS		X	X	X	D	O	rush/fly away (from); burst/fly apart;
229	absimil	absimil			ADJ	3 2 POS	3	2		POS			X	X	X	C	O	unlike, dissimilar;
230	absinthi	absinthi			N	2 1 M T	2	1	M		T		X	A	X	F	O	wormwood, absinthe, infusion/tincture of wormwood (often mixed with honey);
231	absinthi	absinthi			N	2 2 N T	2	2	N		T		X	X	X	E	O	wormwood, absinthe, infusion/tincture of wormwood (often mixed with honey);
232	absinthi	absinthi			N	2 4 N T	2	4	N		T		X	A	X	C	O	wormwood, absinthe, infusion/tincture of wormwood (often mixed with honey);
233	absinthi	absinthi			ADJ	1 1 POS	1	1		POS			X	A	X	F	S	containing wormwood (e.g., wine); (often mixed with honey to mask taste);
234	absinthit	absinthit			N	1 7 M T	1	7	M		T		X	A	X	E	O	wine flavored with wormwood; absinthe;
235	absis	absid			N	3 1 F T	3	1	F		T		X	S	X	C	O	arc described by a planet; arc, segment of a circle; kind of round vessel/bowl;
236	absist	absist			ADJ	1 1 POS	1	1		POS			D	X	X	F	S	distant, lying away;
237	absist	absist	absistit	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	C	O	withdraw from; desist, cease; leave off; depart, go away from; stand back;
238	absit				INTERJ								E	E	X	C	E	god forbid, let it be far from the hearts of the faithful;
239	absocer	absocer			N	2 3 M P	2	3	M		P		D	X	X	F	S	great-great grandfather of the husband or wife (in-law);
240	absolut	absolut			ADJ	1 1 POS	1	1		POS			G	X	X	E	K	absolute;
241	absolut	absolut	absoluti	absolutissi	ADJ	1 1 X	1	1		X			X	X	X	B	O	fluent; fully developed, complete, finished; perfect, pure; unconditional;
242	absolute	absolutius	absolutissime		ADV	X				X			X	X	X	C	O	completely, absolutely; perfectly; without qualification, simply, unreservedly;
243	absolutio	absolution			N	3 1 F T	3	1	F		T		X	X	X	C	O	finishing, completion; acquittal, release (obligat.); perfection; completeness;
244	absolutism	absolutism			N	2 1 M T	2	1	M		T		G	X	X	E	K	absolutism;
245	absolutori	absolutori			N	2 2 N T	2	2	N		T		X	X	X	F	S	means of deliverance from;
246	absolutori	absolutori			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	favoring/securing acquittal; pertaining to acquittal/release; effecting a cure;
247	absolv	absolv	absolv	absolut	V	3 1 TRANS	3	1			TRANS		X	L	X	A	O	free (bonds), release; acquit; vote for/secure acquittal; pay off; sum up;
248	abson	abson			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	harsh/discordant/inharmonious; jarring; inconsistent; unsuitable, in bad taste;
249	abson	abson	absonav	absonat	V	1 1 INTRANS	1	1			INTRANS		X	X	X	F	O	have harsh/discordant/unpleasant sound;
250	absone				ADV	POS				POS			X	X	X	E	O	harshly, discordantly;
251	absoni	absoni			N	1 1 F T	1	1	F		T		F	D	X	E	Z	harshness; discordance;
252	absorb	absorb	absorbu	absorpt	V	2 1 TRANS	2	1			TRANS		X	X	X	C	O	devour; swallow up; engulf, submerge; engross; absorb, suck in; import; dry up;
253	absorb	absorb	absorps	absorpt	V	2 1 TRANS	2	1			TRANS		X	X	X	D	X	devour; overwhelm; swallow up/engulf, submerge; absorb, suck in; import; dry up;
254	absorptio	absorption			N	3 1 F T	3	1	F		T		X	X	X	F	S	drink, beverage; swallowing (Latham);
255	absort	absort			ADJ	1 1 POS	1	1		POS			E	X	X	D	P	overwhelmed, swallowed up/engulfed/submerged/absorbed; (= absorptus); engulfing;
256	absortio	absortion			N	3 1 F T	3	1	F		T		E	W	X	E	P	victory, overwhelming;
257	absque				PREP	ABL						ABL	X	X	X	C	O	without, apart from, away from; but for; except for; were it not for; (early);
258	abst	abst	abstet	abstat	V	1 1 X	1	1			X		X	X	X	C	O	stand at a distance, stand off; keep at a distance;
259	abstanti	abstanti			N	1 1 F T	1	1	F		T		X	X	X	F	O	distance;
260	abstemi	abstemi			N	1 1 F T	1	1	F		T		X	X	X	E	O	distance;
261	abstemi	abstemi			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	abstemious, abstaining from drink; sober, temperate; moderate; fasting; saving;
262	absterg	absterg	absters	absters	V	2 1 TRANS	2	1			TRANS		X	X	X	C	O	wipe off/clean/away, clean away, cleanse, strip off; banish, expel, dispel;
263	absterg	absterg	absters	absters	V	3 1 TRANS	3	1			TRANS		X	X	X	C	O	wipe off/clean/away, clean away, cleanse, strip off; banish, expel, dispel;
264	absterr	absterr	absterru	absterrit	V	2 1 TRANS	2	1			TRANS		X	X	X	C	O	frighten off/away; drive away; deter, discourage; keep away/withhold from, den;
265	abstin	abstin	abstinu	abstent	V	2 1 X	2	1			X		X	X	X	A	O	withhold, keep away/clear; abstain, fast; refrain (from); avoid; keep hands of;
266	abstinax	abstinac			ADJ	3 1 POS	3	1		POS			X	X	X	E	O	abstemious, staying away from liquor; temperate/sparing in drink/food;
267	abstinens	abstinent	abstinenti	abstinentissi	ADJ	3 1 X	3	1		X			X	X	X	C	O	abstinent, temperate; showing restraint, self restrained; not covetous; chaste;
268	abstinenter				ADV	POS				POS			X	X	X	C	O	abstinently, with self restraint (esp. financial dealings); scrupulously;
269	abstinenti	abstinenti			N	1 1 F T	1	1	F		T		X	X	X	B	O	abstinence; fasting; moderation, self control, restraint; integrity; parsimony;
270	abstract	abstract			ADJ	1 1 POS	1	1		POS			D	S	X	E	S	abstract (as opposed to concrete);
271	abstractio	abstraction			N	3 1 F T	3	1	F		T		D	X	X	F	S	separation;
272	abstrah	abstrah	abstrax	abstract	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	drag away from, remove forcibly, abort; carry off to execution; split;
273	abstrud	abstrud	abstrus	abstrus	V	3 1 TRANS	3	1			TRANS		X	X	X	C	O	thrust away, conceal, hide; suppress/prevent (emotion) becoming apparent;
274	abstrus	abstrus	abstrusi	abstrusissi	ADJ	1 1 X	1	1		X			X	X	X	B	O	secret, reserved; concealed, hidden; remote, secluded; abstruse, recondite;
275	abstruse				ADV	POS				POS			X	X	X	F	S	secretly; remotely; abstrusely;
276	abstrusio	abstrusion			N	3 1 F T	3	1	F		T		D	X	X	F	S	removing, concealing;
277	abstul	abstul	-	-	V	3 1 TRANS	3	1			TRANS		X	X	X	F	O	to take away, withdraw;
278	absum	absum	absumps	absumpt	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	spend, waste, squander, use up; take up (time); consume; exhaust, wear out;
279	absumedo	absumedin			N	3 1 F T	3	1	F		T		X	X	X	E	O	act of squandering/wasting/using up; consuming/devouring consumption;
280	absumptio	absumption			N	3 1 F T	3	1	F		T		X	X	X	E	O	act of spending/using up; consumption; a consuming;
281	absurd	absurd			ADJ	1 1 POS	1	1		POS			X	X	X	B	O	out of tune, discordant; absurd, nonsensical, out of place; awkward, uncouth;
282	absurde				ADV	POS				POS			X	X	X	C	O	as to be out of tune, discordantly; preposterously, absurdly, inappropriately;
283	absurditas	absurditat			N	3 1 F T	3	1	F		T		F	X	X	E	E	absurdity, incongruity, nonsense;
284	absynthi	absynthi			N	2 2 N T	2	2	N		T		X	X	X	E	O	wormwood; absinthe, infusion/tincture of wormwood (often mixed with honey);
285	abund	abund			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	having plenty of water; copious (L+S, Late Latin);
286	abund	abund	abundav	abundat	V	1 1 X	1	1			X		X	X	X	A	O	abound (in), have in large measure; overdo, exceed; overflow; be rich/numerous;
287	abundans	abundant	abundanti	abundantissi	ADJ	3 1 X	3	1		X			X	X	X	B	O	abundant; overflowing; abounding, copious, in large measure; overdone; rich;
288	abundanter	abundantius	abundantissime		ADV	X				X			X	X	X	B	O	abundantly; profusely, copiously; on a lavish scale;
289	abundanti	abundanti			N	1 1 F T	1	1	F		T		X	X	X	B	O	abundance, plenty; riches; fullness; overflow, excess; discharge (of blood);
290	abundatio	abundation			N	3 1 F T	3	1	F		T		X	X	X	E	O	overflowing; abundance; overflow;
291	abunde				ADV	POS				POS			X	X	X	B	O	abundantly; in profusion/abundance; more than enough; amply, exceedingly, very;
292	abus	abus			N	4 1 M T	4	1	M		T		X	X	X	E	O	abusing, misuse, wasting; using up;
293	abusio	abusion			N	3 1 F T	3	1	F		T		X	G	X	C	O	use of wrong synonym; catachresis, loose/improper use of a word/term/metaphor;
294	abusiv	abusiv			ADJ	1 1 POS	1	1		POS			D	X	X	E	S	misapplied;
295	abusive				ADV	POS				POS			X	G	X	E	O	loosely, catachresisly, by loose/improper use of language/term/metaphor;
296	abusor	abusor			N	3 1 M P	3	1	M		P		D	E	X	F	S	he who misuses;
297	abusque				ADV	POS				POS			X	X	X	C	O	all the way from; from/since the time of;
298	abusque				PREP	ABL						ABL	X	X	X	C	L	all the way from; from/since the time of;
299	abut	abut	-	abus	V	3 1 DEP	3	1			DEP		X	X	X	A	O	waste, squander; abuse; misuse; use up; spend; exhaust; misapply (word); curse;
300	abvert	abvert	abvert	abvers	V	3 1 X	3	1			X		X	X	X	E	S	turn away from/aside, divert, rout; disturb; withdraw; steal, misappropriate;
301	abyss	abyss			N	2 1 F T	2	1	F		T		E	E	X	D	X	deep, sea; abyss; hell, infernal pit; bowels of the earth; primal chaos;
302	ac				CONJ								X	X	X	A	O	and, and also, and besides;
303	ac	ac			N	4 1 F T	4	1	F		T		X	X	X	B	O	needle, pin; hair-pin; pipefish, needlefish; detail; husks/chaff (pl.);
304	ac	ac	-	-	V	2 1 INTRANS	2	1			INTRANS		X	X	X	F	O	be sour;
305	acaci	acaci			N	1 1 F T	1	1	F		T		X	A	X	C	O	acacia, gum arabic tree; gum of this or related trees. gum arabic;
306	Academi	Academi			N	1 1 F W	1	1	F		W		X	X	X	B	O	academy, university; gymnasium where Plato taught; school built by Cicero;
307	academic	academic			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	academic; of the Academy/Academic philosophy/Cicero's Academics (views);
308	acalanthis	acalanthid			N	3 9 F T	3	9	F		T		X	A	X	C	S	small song-bird (of dark-green color); thistle-finch, goldfinch;
309	acaleph	acaleph			N	1 6 F T	1	6	F		T		D	A	X	F	S	nettle (plant);
310	acan	acan			N	2 1 M T	2	1	M		T		X	A	X	N	O	pine thistle;
311	acan	acan			N	2 6 M T	2	6	M		T		D	A	X	F	S	thistle (plant);
312	acanth	acanth			N	2 1 M T	2	1	M		T		X	A	X	C	O	bear's-foot, (black) hellbore (plant); gum arabic tree/wood;
313	acanth	acanth			N	2 6 M T	2	6	M		T		X	A	X	C	O	bear's-foot, (black) hellbore (plant); gum arabic tree/wood;
314	acanthi	acanthi			N	2 8 N T	2	8	N		T		X	A	X	N	O	species of cotton plant or thistle; cotton thistle;
315	acanthi	acanthi			ADJ	1 1 POS	1	1		POS			X	A	X	F	O	made from some species of cotton plant;
316	acanthic	acanthic			ADJ	2 6 POS	2	6		POS			X	A	X	N	O	from pine-thistle; [only ~e mastiche => gum/mastich from pine-thistle/helxine];
317	acanthic	acanthic			ADJ	2 8 POS	2	8		POS			X	A	X	N	O	from pine-thistle; [only ~e mastiche => gum/mastich from pine-thistle/helxine];
318	acanthillis	acanthillid			N	3 1 F T	3	1	F		T		X	A	X	F	S	wild asparagus;
319	acanthin	acanthin			ADJ	1 1 POS	1	1		POS			X	A	X	D	O	of/resembling bear's-foot/hellbore plant; (gum) arabic; of/made of cotton;
320	acanthis	acanthid			N	3 1 F T	3	1	F		T		X	A	X	C	O	small song-bird (thistle/gold finch L+S); groundsel (plant Senecio vulgaris);
321	acanthyllis	acanthyllid			N	3 1 F T	3	1	F		T		X	A	X	N	O	small song-bird;
322	acapn	acapn			ADJ	1 1 POS	1	1		POS			X	A	X	E	O	obtained without smoke (honey); burning without smoke (wood); smokeless;
323	acapn	acapn			ADJ	2 6 POS	2	6		POS			X	A	X	E	S	obtained without smoke (honey); burning without smoke (wood); smokeless;
324	acapn	acapn			ADJ	2 8 POS	2	8		POS			X	A	X	F	S	obtained without smoke (honey); burning without smoke (wood); smokeless;
325	acar	acar			N	2 1 M T	2	1	M		T		G	X	X	E	K	mite;
326	acarn	acarn			N	1 1 F T	1	1	F		T		X	A	X	F	O	edible sea fish;
327	acarn	acarn			N	1 6 F T	1	6	F		T		X	A	X	F	O	edible sea fish;
328	acat	acat			N	2 1 F T	2	1	F		T		X	W	X	F	S	light vessel/boat;
329	acatalect	acatalect			ADJ	1 1 POS	1	1		POS			D	P	X	F	S	verse in which no syllable is wanting in the last foot (opp. catalectus);
330	acatalectic	acatalectic			ADJ	1 1 POS	1	1		POS			D	P	X	F	S	verse in which no syllable is wanting in the last foot (opp. catalecticus);
331	acatalepsi	acatalepsi			N	1 1 F T	1	1	F		T		F	X	X	F	M	scepticism;
332	acath	acath			N	1 7 M T	1	7	M		T		G	S	I	F	Z	(alternate spelling of achates) agate
333	acatholic	acatholic			ADJ	1 1 POS	1	1		POS			F	E	X	F	E	non-catholic;
334	acatholice				ADV	POS				POS			F	E	X	F	E	non-catholicly, in non-catholic manner;
335	acati	acati			N	2 2 N T	2	2	N		T		X	W	H	E	S	kind of light Greek sailing boat; large sail;
336	acati	acati			N	2 8 N T	2	8	N		T		X	W	H	E	O	kind of light Greek sailing boat; large sail;
337	acaunumarg	acaunumarg			N	1 1 F T	1	1	F		T		X	X	X	N	O	red marl (clayey limestone); (fertilizer used by Celts in Gaul/Britain);
338	acaust	acaust			ADJ	1 1 POS	1	1		POS			X	X	X	N	S	incombustible;
339	acaust	acaust			ADJ	2 6 POS	2	6		POS			X	X	X	N	O	incombustible;
340	acaust	acaust			ADJ	2 8 POS	2	8		POS			X	X	X	F	O	incombustible;
341	acc	acc	-	-	V	2 1 TRANS	2	1			TRANS		B	X	X	E	S	send for, summon (forth), fetch; invite; (w/mortum) commit suicide;
342	accan	accan	-	-	V	3 1 X	3	1			X		X	D	X	F	S	sing to/with;
343	accant	accant			N	4 1 M T	4	1	M		T		X	G	X	F	S	accent, intonation, accentuation, intensity, tone; signal, blast;
344	accant	accant	-	-	V	3 1 X	3	1			X		X	D	X	E	O	sing to (person); sing at (place);
345	accapit	accapit	accapitav	accapitat	V	1 1 INTRANS	1	1			INTRANS		F	L	X	F	M	admit subservience; acknowledge feudal liability;
346	acced	acced	access	access	V	3 1 X	3	1			X		X	X	X	A	O	come near, approach; agree with; be added to (w/ad or in + ACC); constitute;
347	accedenter				ADV	POS				POS			D	X	X	F	S	nearly;
348	accedenti	accedenti			N	1 1 F T	1	1	F		T		X	X	X	N	O	additional quality;
349	acceler	acceler	accelerav	accelerat	V	1 1 X	1	1			X		X	X	X	B	O	speed up, quicken, hurry; make haste, act quickly, hasten; accelerate;
350	acceleratio	acceleration			N	3 1 F T	3	1	F		T		X	X	X	F	O	speeding up, quickening, acceleration, hastening;
351	acceleratr	acceleratr			N	2 2 N T	2	2	N		T		G	X	X	E	K	accelerator;
352	acceleratrix	acceleratric			N	3 1 N T	3	1	N		T		G	S	X	E	Z	accelerator; (alternative form of acceleratrum)
353	accend	accend	accend	accens	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	kindle, set on fire, light; illuminate; inflame, stir up, arouse; make bright;
354	accendi	accendi			N	2 2 N T	2	2	N		T		X	X	X	F	S	kindling, setting on fire;
355	accendo	accendon			N	3 1 M P	3	1	M		P		X	X	X	F	S	inciter, instigator;
356	accens	accens			N	2 1 M P	2	1	M		P		X	W	X	C	O	attendant/orderly; supernumerary soldier (usu. pl.) [~ velatus => replacements];
357	accens	accens			N	4 1 M T	4	1	M		T		X	X	X	N	O	lighting; kindling, setting on fire;
358	accens	accens			ADJ	1 1 POS	1	1		POS			X	W	X	F	S	reckoned among; attached, attending;
359	accens	accens	accensu	accens	V	2 1 TRANS	2	1			TRANS		X	X	X	E	O	attach as an attendant to; add to;
360	accensibil	accensibil			ADJ	3 2 POS	3	2		POS			D	X	X	F	S	burnable, that may be burned; burning;
361	accent	accent			N	4 1 M T	4	1	M		T		X	G	X	C	S	accent, intonation, accentuation, intensity, tone; signal, blast;
362	accent	accent	-	-	V	3 1 X	3	1			X		X	D	X	E	O	sing to (person); sing at (place);
363	accentiuncul	accentiuncul			N	1 1 F T	1	1	F		T		X	G	X	F	O	accent, intonation;
364	accentor	accentor			N	3 1 M P	3	1	M		P		D	D	X	F	S	one who sings with another;
365	accept	accept			N	1 1 F T	1	1	F		T		X	L	X	E	O	allotment, portion of land assigned to one person;
366	accept	accept			N	2 2 N T	2	2	N		T		X	X	X	C	O	receipts (vs. expenditures); favors; receipt side of account; written receipt;
367	accept	accept	acceptav	acceptat	V	1 1 TRANS	1	1			TRANS		X	X	X	C	O	receive regularly, take (payment/food); be given (name); submit to; grasp idea;
368	accept	accept	accepti	acceptissi	ADJ	1 1 X	1	1		X			X	X	X	B	O	welcome, pleasing; popular with, well liked; dear; received/credited (money);
369	acceptabil	acceptabil			ADJ	3 2 POS	3	2		POS			X	X	X	C	O	acceptable;
370	acceptari	acceptari			ADJ	1 1 POS	1	1		POS			X	L	X	F	O	allotment-holding;
371	acceptat	acceptat	acceptati	acceptatissi	ADJ	1 1 X	1	1		X			X	L	X	F	O	acceptable, welcome, pleasing;
372	acceptator	acceptator			N	3 1 M P	3	1	M		P		D	E	X	F	S	one who accepts/approves; avenue/access/passage for admittance of the people;
373	acceptilatio	acceptilation			N	3 1 F T	3	1	F		T		X	L	X	D	O	formal release from an obligation;
374	acceptio	acception			N	3 1 F T	3	1	F		T		X	X	X	E	O	taking (over), accepting, receiving; meaning; sense;
375	acceptor	acceptor			N	3 1 M P	3	1	M		P		X	X	X	F	O	receiver; collector; believer, one who accepts as true; type of hawk;
376	acceptori	acceptori			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	designed/fit/suitable for receiving;
377	acceptrix	acceptric			N	3 1 F P	3	1	F		P		X	X	X	F	O	receiver (female); she who receives; believer, she who accepts as true;
378	accers	accers	accers	-	V	3 1 TRANS	3	1			TRANS		X	X	X	C	S	send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself
379	accers	accers	accersiv	accersit	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself
380	accersi	accers	-	-	V	3 4 TRANS	3	4			TRANS		X	X	X	D	O	send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself
381	accersit	accersit			N	4 1 M T	4	1	M		T		X	X	X	E	O	summons, sending for;
382	accersit	accersit			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	brought from elsewhere, foreign; extraneous; self-inflicted (death); sent for;
383	accersitio	accersition			N	3 1 F T	3	1	F		T		D	X	X	F	S	summons, sending for; [dies ~ => day of death];
384	accersitor	accersitor			N	3 1 M P	3	1	M		P		X	L	X	E	O	one who comes to summon/call/fetch another; accuser;
385	access	access			N	1 1 F T	1	1	F		T		D	X	X	E	S	approach, arrival; entry, admittance, audience; hostile approach/attack; onset;
386	access	access			N	4 1 M T	4	1	M		T		X	X	X	B	O	approach, arrival; entry, admittance, audience; hostile approach/attack; onset;
387	accessibil	accessibil			ADJ	3 2 POS	3	2		POS			D	X	X	E	S	accessible;
388	accessibilitas	accessibilitat			N	3 1 F T	3	1	F		T		D	X	X	E	S	accessibility;
389	accessio	accession			N	3 1 F T	3	1	F		T		X	X	X	A	O	approach; increase, bonus; accessory; attack, onset (fever, rage); fit;
390	accessit	accessit	accessitav	accessitat	V	1 1 INTRANS	1	1			INTRANS		X	X	X	F	O	approach repeatedly; keep on coming;
391	accessori	accessori			ADJ	1 1 POS	1	1		POS			F	E	X	E	E	assessory, adjunct;
392	accessorie				ADV	POS				POS			F	E	X	F	E	assessorily, in assessory/supplementary/adjunct manner;
393	acci	acc	acciv	accit	V	3 4 TRANS	3	4			TRANS		X	X	X	B	O	send for, summon (forth), fetch; invite; (w/mortum) commit suicide;
394	acci	acci	acciv	accit	V	2 1 TRANS	2	1			TRANS		D	X	X	E	S	send for, summon (forth), fetch; invite; (w/mortum) commit suicide;
395	accid	accid	accid	accis	V	3 1 TRANS	3	1			TRANS		X	X	X	C	O	cut, cut into/down/up, hack, hew, fell; overthrow, destroy; cut short; weaken;
396	accid	accid	accid	accis	V	3 1 IMPERS	3	1			IMPERS		X	X	X	C	O	happens, turns out, befalls; fall upon; come to pass, occur;
397	accid	accid	accid	-	V	3 1 X	3	1			X		X	X	X	A	O	fall upon/down/to/at or near, descend, alight; happen, occur; happen to (DAT);
398	accidens	accident			N	3 4 N T	3	4	N		T		X	X	X	C	O	accidental happening, chance event, contingency; accident, circumstance;
399	accidental	accidental			ADJ	3 2 POS	3	2		POS			F	X	X	E	Z	accidental;
400	accidenti	accidenti			N	1 1 F T	1	1	F		T		X	X	X	E	S	chance, casual event, that which happens;
401	accin	accin	-	-	V	3 1 X	3	1			X		X	D	X	F	S	sing to/with;
402	accinct	accinct			ADJ	1 1 POS	1	1		POS			X	X	X	E	S	well girded; ready, prepared; strict (opp. negligens);
403	accing	accing	accinx	accinct	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	gird on or about, surround; equip, provide (with); get ready, prepare (for);
404	accipi	accip	accep	accept	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	take, grasp, receive, accept, undertake; admit, let in, hear, learn; obey;
405	accipiter	accipitr			N	3 1 C T	3	1	C		T		X	A	X	C	O	hawk (any of several species); flying gurnard (fish);
406	accipitr	accipitr	accipitrav	accipitrat	V	1 1 TRANS	1	1			TRANS		X	A	X	F	O	tear, rend (like a hawk);
407	accipitrin	accipitrin			N	1 1 F T	1	1	F		T		X	A	X	F	O	act of a hawk; rapacity;
408	accit	accit			N	4 1 M T	4	1	M		T		X	X	X	E	O	summons, call;
